Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
50.4,1201921465,1,1201921465.0,1201921465.0,1201921465,1201921465,0.0,PushPop,profile_step_0
49.6,1181586492,1,1181586492.0,1181586492.0,1181586492,1181586492,0.0,PushPop,forward_pass
