Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
78.1,2983904853,456,6543651.0,26289.5,3390,80429780,18086601.0,cudaStreamSynchronize
15.7,601090505,8042,74743.9,9040.0,5600,89411291,1761049.1,cudaLaunchKernel
2.8,107444915,361,297631.3,274028.0,4460,1259951,120774.3,cudaMalloc
2.0,75110151,2,37555075.5,37555075.5,5852525,69257626,44834176.9,cudaDeviceSynchronize
0.6,22724535,4,5681133.8,7044481.0,1286350,7349223,2939691.5,cuLibraryLoadData
0.4,14910494,600,24850.8,15175.0,10300,253668,20695.2,cudaMemcpyAsync
0.2,7165931,304,23572.1,2090.0,730,6181383,354383.6,cudaOccupancyMaxActiveBlocksPerMultiprocessor
0.1,2230633,1,2230633.0,2230633.0,2230633,2230633,0.0,cudaFree
0.1,2030644,1,2030644.0,2030644.0,2030644,2030644,0.0,cudaGetDeviceProperties_v2_v12000
0.0,1593391,144,11065.2,8930.0,7390,30990,4179.1,cudaMemsetAsync
0.0,842223,700,1203.2,1200.0,610,13000,709.7,cudaStreamIsCapturing_v10000
0.0,253618,810,313.1,290.0,170,1200,121.3,cuGetProcAddress_v2
0.0,67649,1,67649.0,67649.0,67649,67649,0.0,cuModuleLoadData
0.0,25190,18,1399.4,650.0,550,8870,2034.0,cudaEventCreateWithFlags
0.0,12060,4,3015.0,1350.0,1260,8100,3390.4,cuLibraryGetKernel
0.0,10390,1,10390.0,10390.0,10390,10390,0.0,cuLaunchKernel
0.0,7670,3,2556.7,2840.0,1100,3730,1337.7,cuInit
0.0,2280,3,760.0,290.0,220,1770,875.4,cuModuleGetLoadingMode
0.0,1240,2,620.0,620.0,460,780,226.3,cudaGetDriverEntryPoint_v11030
