Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
52.1,592291502,1,592291502.0,592291502.0,592291502,592291502,0.0,PushPop,profile_step_0
36.5,415509603,1,415509603.0,415509603.0,415509603,415509603,0.0,PushPop,forward_pass
10.2,116467789,1,116467789.0,116467789.0,116467789,116467789,0.0,PushPop,backward_pass
1.0,11516982,1,11516982.0,11516982.0,11516982,11516982,0.0,PushPop,optimizer_step
0.1,1441429,1,1441429.0,1441429.0,1441429,1441429,0.0,PushPop,zero_grad
0.0,265498,1,265498.0,265498.0,265498,265498,0.0,PushPop,loss
