Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
53.3,599568033,1,599568033.0,599568033.0,599568033,599568033,0.0,PushPop,profile_step_0
46.7,524603201,1,524603201.0,524603201.0,524603201,524603201,0.0,PushPop,forward_pass
