Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
50.2,1219892127,1,1219892127.0,1219892127.0,1219892127,1219892127,0.0,PushPop,profile_step_0
49.8,1209293629,1,1209293629.0,1209293629.0,1209293629,1209293629,0.0,PushPop,forward_pass
