Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
44.5,3310533549,456,7259942.0,64105.0,7920,277007940,25991673.5,cudaStreamSynchronize
36.5,2710670714,22262,121762.2,8839.0,4880,318589692,2377234.6,cudaLaunchKernel
7.5,556198605,2,278099302.5,278099302.5,277784165,278414440,445671.7,cudaDeviceSynchronize
5.4,405174574,445,910504.7,261178.0,5390,66800739,6269249.6,cudaMalloc
4.9,367804373,1038,354339.5,9040.0,4340,2300542,686915.4,cudaMemsetAsync
0.5,39459439,1050,37580.4,16790.0,8820,270868,49110.9,cudaMemcpyAsync
0.3,21724873,4,5431218.3,6751693.0,1261980,6959507,2782354.0,cuLibraryLoadData
0.1,9860404,6,1643400.7,3105.0,2410,9843844,4017380.5,cuKernelGetFunction
0.1,8769957,1057,8297.0,1610.0,730,5798715,178383.4,cudaOccupancyMaxActiveBlocksPerMultiprocessor
0.0,2154304,2,1077152.0,1077152.0,3180,2151124,1518825.8,cudaFree
0.0,2034944,1,2034944.0,2034944.0,2034944,2034944,0.0,cudaGetDeviceProperties_v2_v12000
0.0,1146620,787,1457.0,1170.0,600,20770,1638.3,cudaStreamIsCapturing_v10000
0.0,289557,810,357.5,310.0,180,2960,174.6,cuGetProcAddress_v2
0.0,86219,36,2395.0,970.0,560,29450,5061.5,cudaEventCreateWithFlags
0.0,82278,7,11754.0,10440.0,8230,17910,3683.7,cuLaunchKernel
0.0,71280,1,71280.0,71280.0,71280,71280,0.0,cuModuleLoadData
0.0,19760,5,3952.0,1830.0,1170,9960,3696.6,cuLibraryGetKernel
0.0,19300,3,6433.3,1980.0,1070,16250,8513.6,cuInit
0.0,2210,3,736.7,320.0,220,1670,809.8,cuModuleGetLoadingMode
0.0,1160,2,580.0,580.0,450,710,183.8,cudaGetDriverEntryPoint_v11030
