Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
54.0,1879957284,1,1879957284.0,1879957284.0,1879957284,1879957284,0.0,PushPop,profile_step_0
32.0,1113470279,1,1113470279.0,1113470279.0,1113470279,1113470279,0.0,PushPop,forward_pass
12.4,431377779,1,431377779.0,431377779.0,431377779,431377779,0.0,PushPop,backward_pass
1.5,52560418,1,52560418.0,52560418.0,52560418,52560418,0.0,PushPop,optimizer_step
0.0,804524,1,804524.0,804524.0,804524,804524,0.0,PushPop,zero_grad
0.0,249908,1,249908.0,249908.0,249908,249908,0.0,PushPop,loss
