Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),GridXYZ,BlockXYZ,Name
29.2,41185127,144,286007.8,285857.0,285345,290657,609.4,   4   48    4, 128    1    1,ampere_sgemm_128x64_tn
20.2,28470314,288,98855.3,98336.0,96960,244129,8600.5,  16   24    1, 128    1    1,ampere_sgemm_32x32_sliced1x4_tn
13.7,19262253,72,267531.3,267505.0,266369,269153,562.1,   4   24   11, 256    1    1,ampere_sgemm_128x32_nn
4.8,6748830,432,15622.3,16448.0,10432,190945,8747.7,1536    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
4.7,6682402,144,46405.6,46496.0,35040,57536,10758.4,   1    1   48, 256    1    1,ampere_sgemm_128x128_nn
3.4,4857043,6,809507.2,809443.5,809251,810051,281.9,   4  157    1, 128    1    1,ampere_sgemm_128x64_tn
2.2,3129672,300,10432.2,10432.0,10112,11073,177.5,1536    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.1,2961450,144,20565.6,20576.0,20192,20896,141.1,   1    1 4096, 128    1    1,"void gemmSN_NN_kernel<float, (int)128, (int)2, (int)4, (int)8, (int)2, (int)4, (bool)0, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>(cublasGemmSmallNParams<T9, T10, T11, T1>)"
1.8,2542120,144,17653.6,17664.0,17056,18336,242.3,1536    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.7,2357837,144,16373.9,14800.5,11840,205025,22167.9,  32    1    1, 128    1    1,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)"
