Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
74.2,589400852,11114,53032.3,7205.0,4550,86057754,1178495.0,cudaLaunchKernel
14.8,117210979,140,837221.3,251938.0,4620,78150604,6582083.4,cudaMalloc
3.6,28196871,228,123670.5,12760.0,3780,5638167,627182.7,cudaStreamSynchronize
2.8,22111801,4,5527950.3,6771228.5,1282410,7286934,2841528.7,cuLibraryLoadData
1.5,12072117,2,6036058.5,6036058.5,5947454,6124663,125305.7,cudaDeviceSynchronize
1.1,8983143,1490,6029.0,1510.0,600,6030584,156247.9,cudaOccupancyMaxActiveBlocksPerMultiprocessor
0.9,7355833,534,13775.0,12705.0,8590,226219,9953.4,cudaMemcpyAsync
0.4,3443089,504,6831.5,6649.5,4980,20000,1698.9,cudaMemsetAsync
0.3,2128494,2,1064247.0,1064247.0,3020,2125474,1500801.6,cudaFree
0.3,2063554,1,2063554.0,2063554.0,2063554,2063554,0.0,cudaGetDeviceProperties_v2_v12000
0.0,382039,314,1216.7,1125.0,590,15200,1094.6,cudaStreamIsCapturing_v10000
0.0,295649,810,365.0,290.0,180,8340,327.3,cuGetProcAddress_v2
0.0,73979,1,73979.0,73979.0,73979,73979,0.0,cuModuleLoadData
0.0,55940,36,1553.9,625.0,530,13660,2516.6,cudaEventCreateWithFlags
0.0,28680,4,7170.0,6760.0,4970,10190,2183.3,cuLibraryGetKernel
0.0,16379,3,5459.7,2549.0,1150,12680,6292.0,cuInit
0.0,10570,1,10570.0,10570.0,10570,10570,0.0,cuLaunchKernel
0.0,2200,3,733.3,320.0,220,1660,804.1,cuModuleGetLoadingMode
0.0,1170,2,585.0,585.0,450,720,190.9,cudaGetDriverEntryPoint_v11030
