Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
50.6,394786641,1,394786641.0,394786641.0,394786641,394786641,0.0,PushPop,profile_step_0
49.4,385643151,1,385643151.0,385643151.0,385643151,385643151,0.0,PushPop,forward_pass
