Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),GridXYZ,BlockXYZ,Name
11.0,710078335,432,1643699.8,1440039.0,1438279,2645997,448499.5,  16   80    1, 128    1    1,ampere_sgemm_128x64_tn
10.6,680771289,432,1575859.5,1543671.5,1464103,2685612,162524.6,  10  160    1, 256    1    1,ampere_sgemm_128x32_nn
10.5,673060506,432,1558010.4,1527847.0,1446791,2641356,158298.5,  16   40    1, 256    1    1,ampere_sgemm_128x32_sliced1x4_nt
5.8,373252466,216,1728020.7,1693656.0,1603719,2902861,173010.5, 160   10    1, 256    1    1,ampere_sgemm_32x128_tn
5.8,370656294,864,429000.3,376353.0,374850,686787,114923.7,  16   20    1, 128    1    1,ampere_sgemm_128x64_tn
5.6,357131253,216,1653385.4,1449479.5,1446086,2672876,449017.6,  16   40    1, 256    1    1,ampere_sgemm_128x32_sliced1x4_nn
5.1,330863022,216,1531773.3,1499671.0,1419591,2611915,158354.2,  16   40    1, 256    1    1,ampere_sgemm_128x128_nt
4.5,286989699,654,438822.2,405330.0,383778,5286712,293840.1,  16   20    1, 128    1    1,ampere_sgemm_128x64_tt
4.3,277284275,648,427907.8,420242.0,397218,726979,38658.6,  10   40    1, 256    1    1,ampere_sgemm_128x32_sliced1x4_nt
2.2,142094530,432,328922.5,310129.5,296962,543299,68060.1,   1    4   80, 256    1    1,ampere_sgemm_128x128_nn
2.1,134816085,216,624148.5,610787.5,578147,1063780,64975.9, 160    2    1, 128    1    1,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x64_8x5_nn_align1>(T1::Params)
2.0,130399735,216,603702.5,593538.5,562595,1023397,54076.5,   1    1 16384, 256    1    1,ampere_sgemm_128x128_tt
2.0,125464209,864,145213.2,143712.0,131617,305601,17888.5,81920    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.9,124267333,216,575311.7,565122.5,535011,982053,52716.7,   1    1 16384, 256    1    1,ampere_sgemm_128x128_nt
1.9,120923865,1296,93305.5,95280.5,85824,251841,6522.6,20480    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
1.5,95769299,2814,34033.2,35423.0,17376,226817,12464.5,10240    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.4,86858520,216,402122.8,393298.0,372770,683747,41460.1,  80    8    1, 128    1    1,void cutlass::Kernel2<cutlass_80_simt_sgemm_32x128_8x5_nt_align1>(T1::Params)
1.3,82981942,432,192087.8,191393.0,187136,362978,9516.9,40960    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
1.2,74939756,552,135760.4,134977.0,125057,286946,9294.0, 320    1    1, 512    1    1,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)1>, at::native::<unnamed>::BinaryOpScalarFunctor<float, (int)1, (int)1, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
1.2,74782438,3066,24390.9,18400.0,13408,227329,13531.3,10240    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
