Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
87.0,5738127204,456,12583612.3,67839.5,5660,72151644,23972372.1,cudaStreamSynchronize
6.7,440829323,8042,54815.9,9400.0,5800,99426104,1365566.7,cudaLaunchKernel
4.8,314104142,411,764243.7,271098.0,8630,66410008,5403406.2,cudaMalloc
0.5,29941230,600,49902.1,20644.5,10620,225878,55991.6,cudaMemcpyAsync
0.4,29414463,2,14707231.5,14707231.5,13124419,16290044,2238434.9,cudaDeviceSynchronize
0.4,25747812,4,6436953.0,7997588.5,1453919,8298716,3327397.0,cuLibraryLoadData
0.1,7900208,448,17634.4,1815.0,710,6695178,316217.3,cudaOccupancyMaxActiveBlocksPerMultiprocessor
0.0,2303903,1,2303903.0,2303903.0,2303903,2303903,0.0,cudaFree
0.0,2081454,1,2081454.0,2081454.0,2081454,2081454,0.0,cudaGetDeviceProperties_v2_v12000
0.0,2016247,144,14001.7,14555.0,7600,31520,4452.6,cudaMemsetAsync
0.0,949536,750,1266.0,1150.0,590,16410,1059.9,cudaStreamIsCapturing_v10000
0.0,286318,810,353.5,310.0,180,2490,163.1,cuGetProcAddress_v2
0.0,72030,1,72030.0,72030.0,72030,72030,0.0,cuModuleLoadData
0.0,32940,3,10980.0,2280.0,1190,29470,16022.1,cuInit
0.0,26120,18,1451.1,590.0,560,12290,2777.9,cudaEventCreateWithFlags
0.0,13120,4,3280.0,1805.0,1160,8350,3398.2,cuLibraryGetKernel
0.0,11110,1,11110.0,11110.0,11110,11110,0.0,cuLaunchKernel
0.0,2340,3,780.0,240.0,200,1900,970.2,cuModuleGetLoadingMode
0.0,1240,2,620.0,620.0,450,790,240.4,cudaGetDriverEntryPoint_v11030
