Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
61.7,368976567,4058,90925.7,8020.0,5430,88462849,1753522.0,cudaLaunchKernel
28.5,170429735,228,747498.8,12874.5,10620,78146108,7222321.3,cudaStreamSynchronize
3.9,23122293,4,5780573.3,7003716.5,1313160,7801700,3009061.6,cuLibraryLoadData
2.9,17589041,62,283694.2,269773.0,6260,625455,87027.6,cudaMalloc
1.2,6960219,520,13385.0,1600.0,680,5872955,257481.2,cudaOccupancyMaxActiveBlocksPerMultiprocessor
0.7,4106667,300,13688.9,11730.0,9140,205069,12158.5,cudaMemcpyAsync
0.4,2142733,1,2142733.0,2142733.0,2142733,2142733,0.0,cudaFree
0.3,2056745,1,2056745.0,2056745.0,2056745,2056745,0.0,cudaGetDeviceProperties_v2_v12000
0.3,1646252,216,7621.5,7200.0,5730,17120,1762.1,cudaMemsetAsync
0.0,279277,810,344.8,310.0,180,8700,323.3,cuGetProcAddress_v2
0.0,255248,233,1095.5,1010.0,600,16779,1179.9,cudaStreamIsCapturing_v10000
0.0,75490,1,75490.0,75490.0,75490,75490,0.0,cuModuleLoadData
0.0,60109,2,30054.5,30054.5,14799,45310,21574.5,cudaDeviceSynchronize
0.0,26529,18,1473.8,630.0,560,9319,2207.3,cudaEventCreateWithFlags
0.0,12590,4,3147.5,1345.0,970,8930,3859.7,cuLibraryGetKernel
0.0,11010,1,11010.0,11010.0,11010,11010,0.0,cuLaunchKernel
0.0,8180,3,2726.7,2340.0,1340,4500,1615.1,cuInit
0.0,2280,3,760.0,420.0,230,1630,759.4,cuModuleGetLoadingMode
0.0,1280,2,640.0,640.0,460,820,254.6,cudaGetDriverEntryPoint_v11030
