Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
54.8,300088959,1,300088959.0,300088959.0,300088959,300088959,0.0,PushPop,profile_step_0
33.6,183921416,1,183921416.0,183921416.0,183921416,183921416,0.0,PushPop,forward_pass
11.0,60002592,1,60002592.0,60002592.0,60002592,60002592,0.0,PushPop,backward_pass
0.5,3010167,1,3010167.0,3010167.0,3010167,3010167,0.0,PushPop,optimizer_step
0.1,454996,1,454996.0,454996.0,454996,454996,0.0,PushPop,zero_grad
0.0,255638,1,255638.0,255638.0,255638,255638,0.0,PushPop,loss
