Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
50.2,1599195176,1,1599195176.0,1599195176.0,1599195176,1599195176,0.0,PushPop,profile_step_0
49.8,1589357132,1,1589357132.0,1589357132.0,1589357132,1589357132,0.0,PushPop,forward_pass
