Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),GridXYZ,BlockXYZ,Name
35.2,511774498,288,1776994.8,1776678.0,1772742,1920327,8753.1,  16  128    1, 256    1    1,ampere_sgemm_128x32_tn
19.5,283866276,576,492823.4,491362.0,489858,646787,12929.4,  64    8    1, 256    1    1,ampere_sgemm_32x128_tn
17.0,246343761,144,1710720.6,1710678.5,1709734,1712134,503.8,  16   32    4, 256    1    1,ampere_sgemm_128x32_nn
5.4,78262311,144,543488.3,540978.0,540386,697858,17578.9,   1    4   64, 256    1    1,ampere_sgemm_128x128_nn
2.6,38395748,864,44439.5,49360.5,24289,222657,14618.5,8192    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.5,36367974,144,252555.4,252529.0,251200,254017,486.2,   4    4   64, 256    1    1,ampere_sgemm_128x128_nn
1.8,25823423,6,4303903.8,4303952.0,4303408,4304592,423.6,  32  157    1,  64    1    1,ampere_sgemm_64x64_tn
1.7,24573441,144,170648.9,170657.0,170049,171041,183.8,65536    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.6,22597593,288,78463.9,78432.5,75168,82369,2543.8,16384    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
1.4,20223560,144,140441.4,140481.0,139680,141633,328.9,65536    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.4,19655843,144,136498.9,135584.0,134592,213121,8346.6,65536    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.2,17531140,288,60872.0,60769.0,59680,63648,735.4,   1    1 16384, 128    1    1,"void gemmSN_NN_kernel<float, (int)128, (int)2, (int)4, (int)8, (int)2, (int)4, (bool)0, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>(cublasGemmSmallNParams<T9, T10, T11, T1>)"
1.1,16115798,288,55957.6,55168.5,52768,224001,10046.4,8192    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.1,15574907,144,108159.1,106209.0,105089,249184,16441.1,2048    1    1,  32   16    1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, (int)4>>(T3)"
1.0,14824496,144,102947.9,102208.0,101408,201408,8275.8,32768    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
1.0,14184080,144,98500.6,98560.0,97760,99712,330.0,32768    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::exp_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.8,11872264,588,20190.9,20160.0,19744,21664,254.0,8192    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.7,10849227,144,75341.9,75376.0,73889,76320,445.6,2048    1    1,  32   16    1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
0.5,7920929,144,55006.5,54928.5,54272,56801,400.4,16384    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
