Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
53.5,1040755080,1,1040755080.0,1040755080.0,1040755080,1040755080,0.0,PushPop,profile_step_0
31.9,621763455,1,621763455.0,621763455.0,621763455,621763455,0.0,PushPop,forward_pass
13.3,258778010,1,258778010.0,258778010.0,258778010,258778010,0.0,PushPop,backward_pass
1.2,23997396,1,23997396.0,23997396.0,23997396,23997396,0.0,PushPop,optimizer_step
0.0,596445,1,596445.0,596445.0,596445,596445,0.0,PushPop,zero_grad
0.0,243779,1,243779.0,243779.0,243779,243779,0.0,PushPop,loss
