Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
50.6,275804148,1,275804148.0,275804148.0,275804148,275804148,0.0,PushPop,profile_step_0
26.5,144648292,1,144648292.0,144648292.0,144648292,144648292,0.0,PushPop,forward_pass
22.2,121207640,1,121207640.0,121207640.0,121207640,121207640,0.0,PushPop,backward_pass
0.5,2836879,1,2836879.0,2836879.0,2836879,2836879,0.0,PushPop,optimizer_step
0.1,302128,1,302128.0,302128.0,302128,302128,0.0,PushPop,zero_grad
0.0,201979,1,201979.0,201979.0,201979,201979,0.0,PushPop,loss
