Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
49.1,878499755,21668,40543.6,7820.0,4680,99300161,1225154.0,cudaLaunchKernel
24.7,441798342,456,968856.0,12095.0,7959,77258780,6507320.7,cudaStreamSynchronize
12.2,218887744,512,427515.1,253698.0,5620,76788693,3384275.2,cudaMalloc
5.4,96293383,1050,91708.0,14840.0,9290,78190892,2412517.0,cudaMemcpyAsync
4.7,84590113,2,42295056.5,42295056.5,40099833,44490280,3104514.8,cudaDeviceSynchronize
1.3,23771239,4,5942809.8,7288739.5,1304750,7889010,3129489.7,cuLibraryLoadData
1.1,19677311,2748,7160.6,6950.0,4530,63960,2971.2,cudaMemsetAsync
0.5,9786710,1775,5513.6,1520.0,600,6208482,147377.3,cudaOccupancyMaxActiveBlocksPerMultiprocessor
0.4,7734628,583,13266.9,6460.0,5760,220128,34298.1,cuLaunchKernel
0.2,3773485,582,6483.7,770.0,600,3301015,136798.5,cuKernelGetFunction
0.1,2332292,2,1166146.0,1166146.0,2240,2330052,1646011.7,cudaFree
0.1,2046614,1,2046614.0,2046614.0,2046614,2046614,0.0,cudaGetDeviceProperties_v2_v12000
0.1,1084960,854,1270.4,1180.0,600,13640,1081.4,cudaStreamIsCapturing_v10000
0.0,317239,810,391.7,340.0,170,1460,197.1,cuGetProcAddress_v2
0.0,69850,1,69850.0,69850.0,69850,69850,0.0,cuModuleLoadData
0.0,56619,36,1572.8,670.0,560,10000,2079.0,cudaEventCreateWithFlags
0.0,19180,5,3836.0,1920.0,1580,11090,4091.5,cuLibraryGetKernel
0.0,8170,3,2723.3,2520.0,1180,4470,1654.4,cuInit
0.0,2010,3,670.0,220.0,220,1570,779.4,cuModuleGetLoadingMode
0.0,1290,2,645.0,645.0,450,840,275.8,cudaGetDriverEntryPoint_v11030
