Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
50.9,201417174,1,201417174.0,201417174.0,201417174,201417174,0.0,PushPop,profile_step_0
32.1,127184560,1,127184560.0,127184560.0,127184560,127184560,0.0,PushPop,backward_pass
16.0,63500926,1,63500926.0,63500926.0,63500926,63500926,0.0,PushPop,forward_pass
0.9,3383164,1,3383164.0,3383164.0,3383164,3383164,0.0,PushPop,optimizer_step
0.1,274468,1,274468.0,274468.0,274468,274468,0.0,PushPop,zero_grad
0.1,212058,1,212058.0,212058.0,212058,212058,0.0,PushPop,loss
