Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Category,Operation
16.6,1080734629,1296,833900.2,380241.5,374850,2645997,635523.1,CUDA_KERNEL,ampere_sgemm_128x64_tn
14.6,950344781,1080,879948.9,425250.0,397218,2641356,563650.0,CUDA_KERNEL,ampere_sgemm_128x32_sliced1x4_nt
10.5,680771289,432,1575859.5,1543671.5,1464103,2685612,162524.6,CUDA_KERNEL,ampere_sgemm_128x32_nn
8.1,523268248,648,807512.7,565122.5,291522,2611915,532516.2,CUDA_KERNEL,ampere_sgemm_128x128_nt
5.7,373252466,216,1728020.7,1693656.0,1603719,2902861,173010.5,CUDA_KERNEL,ampere_sgemm_32x128_tn
5.5,357131253,216,1653385.4,1449479.5,1446086,2672876,449017.6,CUDA_KERNEL,ampere_sgemm_128x32_sliced1x4_nn
4.4,286989699,654,438822.2,405330.0,383778,5286712,293840.1,CUDA_KERNEL,ampere_sgemm_128x64_tt
3.9,251656989,864,291269.7,305890.0,166369,543299,81305.3,CUDA_KERNEL,ampere_sgemm_128x128_nn
3.2,208926022,3042,68680.5,86800.0,3424,362978,65350.2,CUDA_KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
2.1,134816085,216,624148.5,610787.5,578147,1063780,64975.9,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x64_8x5_nn_align1>(T1::Params)
2.0,130399735,216,603702.5,593538.5,562595,1023397,54076.5,CUDA_KERNEL,ampere_sgemm_128x128_tt
1.9,125464209,864,145213.2,143712.0,131617,305601,17888.5,CUDA_KERNEL,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.6,100735295,3258,30919.4,29008.0,4992,441346,19187.6,CUDA_KERNEL,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.4,93014341,1302,71439.6,40896.0,37057,329889,42808.6,CUDA_KERNEL,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.3,86858520,216,402122.8,393298.0,372770,683747,41460.1,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_simt_sgemm_32x128_8x5_nt_align1>(T1::Params)
1.3,85714875,1512,56689.7,23168.0,18656,358241,61249.9,CUDA_KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
1.2,75728847,564,134271.0,134928.5,64257,286946,13667.0,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)1>, at::native::<unnamed>::BinaryOpScalarFunctor<float, (int)1, (int)1, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
1.2,74782438,3066,24390.9,18400.0,13408,227329,13531.3,CUDA_KERNEL,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.1,71339743,282,252977.8,255393.0,122657,304097,19478.4,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMetadata<float, (int)3>, at::native::<unnamed>::PointwiseOpScalarListFunctor<float, (int)3, (int)3, (int)0>, std::divides<float>>(T1, T2, T3...)"
1.0,66171867,1524,43419.9,19264.0,9536,272097,34032.4,CUDA_KERNEL,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
1.0,62688805,882,71075.7,123233.0,15072,240385,55175.8,MEMORY_OPER,[CUDA memcpy DtoD]
0.9,57983200,432,134220.4,129936.5,128705,179137,13374.2,CUDA_KERNEL,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
