Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
40.2,1592104592,33956,46887.3,7650.0,4510,98458885,1210476.1,cudaLaunchKernel
35.4,1401900129,684,2049561.6,12035.0,3820,109115094,11312236.4,cudaStreamSynchronize
14.5,575624056,959,600233.6,276958.0,5160,77534636,4514262.8,cudaMalloc
5.5,219825026,2,109912513.0,109912513.0,109776309,110048717,192621.5,cudaDeviceSynchronize
2.4,97027824,1566,61959.0,14670.0,8250,1326669,179289.5,cudaMemcpyAsync
0.8,32272263,2820,11444.1,6750.0,5390,223968,27189.4,cudaMemsetAsync
0.6,22710026,4,5677506.5,6951131.5,1348810,7458953,2897375.4,cuLibraryLoadData
0.3,10796496,2653,4069.5,1290.0,560,6035263,117199.7,cudaOccupancyMaxActiveBlocksPerMultiprocessor
0.1,3521673,6,586945.5,2505.0,2270,3487853,1421175.5,cuKernelGetFunction
0.1,2567421,2,1283710.5,1283710.5,2270,2565151,1812230.5,cudaFree
0.1,2031345,1,2031345.0,2031345.0,2031345,2031345,0.0,cudaGetDeviceProperties_v2_v12000
0.0,1891073,1469,1287.3,1209.0,600,21899,984.0,cudaStreamIsCapturing_v10000
0.0,390836,810,482.5,470.0,190,1690,202.6,cuGetProcAddress_v2
0.0,72080,1,72080.0,72080.0,72080,72080,0.0,cuModuleLoadData
0.0,67050,7,9578.6,8720.0,7680,14150,2421.4,cuLaunchKernel
0.0,55160,36,1532.2,665.0,560,10190,2157.7,cudaEventCreateWithFlags
0.0,20780,5,4156.0,2050.0,1930,10420,3649.6,cuLibraryGetKernel
0.0,10400,3,3466.7,2400.0,2070,5930,2139.7,cuInit
0.0,2330,3,776.7,350.0,310,1670,773.9,cuModuleGetLoadingMode
0.0,1300,2,650.0,650.0,460,840,268.7,cudaGetDriverEntryPoint_v11030
