Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),GridXYZ,BlockXYZ,Name
10.7,63441988,216,293712.9,308289.0,82656,539778,152353.3,   8   24    1, 256    1    1,ampere_sgemm_128x32_sliced1x4_nt
9.5,56456557,144,392059.4,347953.0,288193,546241,92265.7,   8   24    5, 256    1    1,ampere_sgemm_128x128_tn
9.2,54350878,144,377436.7,347089.0,287105,525442,89178.3,  12   96    1, 256    1    1,ampere_sgemm_64x32_sliced1x4_nn
5.7,33905726,288,117728.2,104288.0,85856,234337,27942.7,   8   24    3, 256    1    1,ampere_sgemm_128x32_tn
4.8,28401473,72,394464.9,362065.5,300993,550754,94707.5,  24   12    1, 128    1    1,ampere_sgemm_128x64_tn
4.5,26806980,72,372319.2,328577.0,272257,498722,87145.2,   8   12    9, 128    1    1,ampere_sgemm_128x64_nn
4.4,25962877,72,360595.5,331425.0,275520,502786,86161.5,   8   48    3, 128    1    1,ampere_sgemm_128x64_nt
4.3,25518682,72,354426.1,325217.5,270177,504962,86310.1,   1    1 8192, 256    1    1,ampere_sgemm_128x128_nt
4.2,24949762,216,115508.2,106288.5,88224,161312,27117.1,  32   24    1, 128    1    1,ampere_sgemm_32x32_sliced1x4_tt
3.8,22688278,216,105038.3,96672.0,80128,147392,25115.1,  12   24    1, 256    1    1,ampere_sgemm_64x32_sliced1x4_nt
2.6,15255571,576,26485.4,29023.5,15072,33440,5032.5,6144    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
2.5,15044047,942,15970.3,14656.0,8352,188193,7234.0,3072    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.2,13016424,1050,12396.6,11472.0,7103,187648,7496.7,3072    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.8,10804898,144,75034.0,67056.0,55328,218528,21099.5,   1    2   48, 256    1    1,ampere_sgemm_128x128_nn
1.7,9796005,72,136055.6,134081.0,125537,258465,15161.4, 320    1    1, 512    1    1,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)1>, at::native::<unnamed>::BinaryOpScalarFunctor<float, (int)1, (int)1, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
1.5,9176385,36,254899.6,254128.5,247745,267265,3983.7, 320    1    1, 512    1    1,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMetadata<float, (int)3>, at::native::<unnamed>::PointwiseOpScalarListFunctor<float, (int)3, (int)3, (int)0>, std::divides<float>>(T1, T2, T3...)"
1.4,8292102,288,28792.0,26912.0,20768,40288,5580.6,12288    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.2,7267034,72,100931.0,91296.5,75680,229729,27707.6,   6   24    3, 256    1    1,ampere_sgemm_128x32_nn
1.2,7196310,36,199897.5,194736.5,191104,382753,31412.7, 320    1    1, 512    1    1,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)3>, at::native::<unnamed>::PointwiseOpScalarFunctor<float, (int)3, (int)3, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
1.2,7065018,6,1177503.0,1073492.0,892676,1631109,299968.3,  24   79    1, 256    1    1,ampere_sgemm_32x128_nt
1.2,6967130,36,193531.4,193505.0,190177,198241,1985.8, 320    1    1, 512    1    1,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)2>, at::native::<unnamed>::TernaryOpScalarFunctor<float, (int)2, (int)2, (int)0>, at::native::LerpFunctor<float>, float>(T1, T2, T3...)"
1.2,6889720,6,1148286.7,1045283.5,868099,1595398,295470.7,   8  157    1, 128    1    1,ampere_sgemm_128x64_tn
1.1,6735576,6,1122596.0,1023892.0,852195,1552742,284765.9,   8   12    9, 128    1    1,ampere_sgemm_128x64_tt
1.0,5680177,294,19320.3,17600.0,14336,28864,4193.4,3072    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.9,5185622,72,72022.5,66128.5,54976,100576,17197.3,   1    2   48, 256    1    1,ampere_sgemm_128x128_nt
