NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ns),Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Kernel Name
None,None,42308,42308,0,125,37994952,303959.6,285313.0,269665,809955,102383.2,ampere_sgemm_128x64_tn
None,None,42308,42308,0,240,23195593,96648.3,97552.0,92416,99264,1892.3,ampere_sgemm_32x32_sliced1x4_tn
None,None,42308,42308,0,60,15783096,263051.6,266401.0,251809,268225,5556.5,ampere_sgemm_128x32_nn
None,None,42308,42308,0,70,8836000,126228.6,139024.5,47424,148384,32348.2,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)1>, at::native::<unnamed>::BinaryOpScalarFunctor<float, (int)1, (int)1, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
None,None,42308,42308,0,35,8139423,232554.9,256833.0,72609,281504,65992.4,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMetadata<float, (int)3>, at::native::<unnamed>::PointwiseOpScalarListFunctor<float, (int)3, (int)3, (int)0>, std::divides<float>>(T1, T2, T3...)"
None,None,42308,42308,0,485,7212180,14870.5,15552.0,7808,201537,15533.6,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
None,None,42308,42308,0,35,6272883,179225.2,197857.0,59200,204769,49278.3,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)3>, at::native::<unnamed>::PointwiseOpScalarFunctor<float, (int)3, (int)3, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
None,None,42308,42308,0,35,6198230,177092.3,194753.0,57184,254209,50217.6,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)2>, at::native::<unnamed>::TernaryOpScalarFunctor<float, (int)2, (int)2, (int)0>, at::native::LerpFunctor<float>, float>(T1, T2, T3...)"
None,None,42308,42308,0,120,5788881,48240.7,53952.0,33728,212609,22878.8,ampere_sgemm_128x128_nn
None,None,42308,42308,0,35,4513587,128959.6,138688.0,55392,151649,30497.6,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMetadata<float, (int)1>, at::native::<unnamed>::BinaryOpScalarListFunctor<float, (int)1, (int)1, (int)0>, std::divides<float>>(T1, T2, T3...)"
