Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),GridXYZ,BlockXYZ,Name
31.4,150393595,144,1044400.0,1044580.0,1041668,1047940,1474.8,  16   96    1, 256    1    1,ampere_sgemm_128x32_tn
17.0,81346487,288,282453.1,281521.5,280001,447457,13168.6,  16   12    1, 128    1    1,ampere_sgemm_128x64_tn
15.6,74787421,72,1038714.2,1037588.0,1031716,1129412,10949.9,  64    6    3, 256    1    1,ampere_sgemm_32x128_nn
5.5,26382918,72,366429.4,365537.0,365153,426658,7201.8,   1    4   48, 256    1    1,ampere_sgemm_128x128_nn
4.0,18987240,6,3164540.0,3164460.0,3164300,3164972,257.4,  16  157    1, 128    1    1,ampere_sgemm_128x64_tn
3.2,15399062,432,35646.0,40112.5,20161,41248,7336.3,6144    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3.0,14586167,72,202585.7,202673.0,201153,204096,675.1,   4    4   48, 256    1    1,ampere_sgemm_128x128_nn
2.0,9435206,72,131044.5,131040.0,130401,131425,179.3,49152    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.9,8943689,144,62109.0,62528.0,60160,64512,1225.0,12288    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
1.8,8710691,144,60490.9,60416.0,59968,61440,335.1,   1    1 16384, 128    1    1,"void gemmSN_NN_kernel<float, (int)128, (int)2, (int)4, (int)8, (int)2, (int)4, (bool)0, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>(cublasGemmSmallNParams<T9, T10, T11, T1>)"
1.6,7885630,72,109522.6,109536.0,108737,110113,244.3,49152    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.6,7699744,72,106940.9,104512.0,103712,278209,20470.5,49152    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.4,6650774,144,46185.9,46240.0,44928,48353,718.5,6144    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.3,6340696,72,88065.2,85936.0,83776,241921,18396.0,1536    1    1,  32   16    1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, (int)4>>(T3)"
1.2,5859473,72,81381.6,79296.0,78176,231073,17897.4,24576    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
1.1,5426773,72,75371.8,75328.5,74720,76256,328.5,24576    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::exp_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
