Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),GridXYZ,BlockXYZ,Name
7.9,178424918,144,1239061.9,1081668.0,1078883,1986919,335898.3,  32   48    1, 128    1    1,ampere_sgemm_128x64_tn
7.8,176165083,144,1223368.6,1164772.5,1116420,2035079,222999.8,  64   24    1, 256    1    1,ampere_sgemm_64x32_sliced1x4_nt
7.2,164116562,144,1139698.3,1082292.0,1036420,1903718,210454.3,   6   48    6, 128    1    1,ampere_sgemm_128x64_nn
5.5,124203280,144,862522.8,793763.0,768482,1411110,201998.1,   1    8   48, 256    1    1,ampere_sgemm_128x128_nn
4.3,98712464,288,342751.6,299921.5,298465,547138,91380.1,  32   12    1, 128    1    1,ampere_sgemm_128x64_tn
4.3,98694779,288,342690.2,332738.0,308129,502465,48582.9,196608    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
4.1,93484194,72,1298391.6,1236084.5,1183396,2156360,237564.8,  24   12    1, 128    1    1,ampere_sgemm_128x64_tn
3.8,86271456,72,1198214.7,1050371.5,1043844,1918311,324558.1,  32    6    5, 256    1    1,ampere_sgemm_128x128_nn
3.7,84261987,72,1170305.4,1114004.0,1067684,1954407,216406.9, 128   24    1, 256    1    1,ampere_sgemm_32x128_nt
3.7,84152859,72,1168789.7,1112676.5,1063876,1951080,215668.3,   1    1 32768, 256    1    1,ampere_sgemm_128x128_nt
3.3,74496925,216,344893.2,330561.0,320001,618562,56498.0,  12   24    1, 256    1    1,ampere_sgemm_64x32_sliced1x4_nt
3.1,71023983,216,328814.7,313729.0,301538,548962,59103.8, 128    6    1, 256    1    1,ampere_sgemm_32x128_tt
2.8,64633679,144,448845.0,449009.5,439074,508961,5737.3,98304    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
2.7,60554690,72,841037.4,800739.0,763587,1405893,155970.2,   8    1   48, 256    1    1,ampere_sgemm_128x128_nn
2.6,60145736,72,835357.4,794242.5,759779,1400453,155907.2,   1    8   48, 256    1    1,ampere_sgemm_128x128_nt
