Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
50.2,2400957250,1,2400957250.0,2400957250.0,2400957250,2400957250,0.0,PushPop,profile_step_0
49.8,2381014024,1,2381014024.0,2381014024.0,2381014024,2381014024,0.0,PushPop,forward_pass
