Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
50.3,1316943491,1,1316943491.0,1316943491.0,1316943491,1316943491,0.0,PushPop,profile_step_0
49.7,1303549085,1,1303549085.0,1303549085.0,1303549085,1303549085,0.0,PushPop,forward_pass
