Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
50.2,203028277,1,203028277.0,203028277.0,203028277,203028277,0.0,PushPop,profile_step_0
49.8,201262081,1,201262081.0,201262081.0,201262081,201262081,0.0,PushPop,forward_pass
