Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
52.5,775218096,1,775218096.0,775218096.0,775218096,775218096,0.0,PushPop,profile_step_0
47.5,701150306,1,701150306.0,701150306.0,701150306,701150306,0.0,PushPop,forward_pass
