Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Category,Operation
14.0,61187781,222,275620.6,247520.5,243073,811619,82050.2,CUDA_KERNEL,ampere_sgemm_128x64_tn
12.4,54392081,216,251815.2,242385.0,230401,379362,20197.0,CUDA_KERNEL,ampere_sgemm_128x32_nn
9.3,40952921,216,189596.9,235841.0,67872,274177,84955.4,CUDA_KERNEL,ampere_sgemm_128x32_sliced1x4_nt
5.9,26039750,288,90415.8,85408.5,83840,242241,10952.7,CUDA_KERNEL,ampere_sgemm_32x32_sliced1x4_tn
5.1,22410576,222,100948.5,75071.5,74496,984163,133871.6,CUDA_KERNEL,ampere_sgemm_32x32_sliced1x4_tt
4.6,20292106,144,140917.4,137632.5,49024,253185,90233.4,CUDA_KERNEL,ampere_sgemm_128x128_nt
4.0,17382942,72,241429.8,229680.5,229089,265825,16924.8,CUDA_KERNEL,ampere_sgemm_128x64_nt
3.5,15276687,216,70725.4,67840.5,66528,78560,4787.0,CUDA_KERNEL,ampere_sgemm_128x32_nt
3.4,14714459,1098,13401.1,13984.0,6975,215745,9352.1,CUDA_KERNEL,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3.1,13519823,288,46943.8,49088.0,30752,57120,8963.3,CUDA_KERNEL,ampere_sgemm_128x128_nn
2.7,11834019,1050,11270.5,9952.0,8640,199777,6482.0,CUDA_KERNEL,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.4,10563080,84,125751.0,137136.5,44256,235650,34560.3,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)1>, at::native::<unnamed>::BinaryOpScalarFunctor<float, (int)1, (int)1, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
2.3,10175576,1026,9917.7,9392.0,4320,19520,5015.3,CUDA_KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
2.2,9835847,42,234186.8,255121.0,70049,404418,70988.7,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMetadata<float, (int)3>, at::native::<unnamed>::PointwiseOpScalarListFunctor<float, (int)3, (int)3, (int)0>, std::divides<float>>(T1, T2, T3...)"
1.7,7591645,42,180753.5,196688.5,56256,339074,55168.3,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)3>, at::native::<unnamed>::PointwiseOpScalarFunctor<float, (int)3, (int)3, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
1.7,7324348,42,174389.2,193328.5,54304,199265,48836.0,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)2>, at::native::<unnamed>::TernaryOpScalarFunctor<float, (int)2, (int)2, (int)0>, at::native::LerpFunctor<float>, float>(T1, T2, T3...)"
1.4,6207505,438,14172.4,14496.0,10720,18687,2151.7,CUDA_KERNEL,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.4,6153743,516,11925.9,12000.0,10752,14080,919.8,CUDA_KERNEL,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
1.3,5561368,42,132413.5,137200.5,51136,312481,43213.1,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMetadata<float, (int)1>, at::native::<unnamed>::BinaryOpScalarListFunctor<float, (int)1, (int)1, (int)0>, std::divides<float>>(T1, T2, T3...)"
1.3,5495801,150,36638.7,35072.0,34688,40352,2350.2,CUDA_KERNEL,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
1.3,5490381,72,76255.3,72608.0,72256,84032,5278.6,CUDA_KERNEL,ampere_sgemm_64x32_sliced1x4_nn
1.2,5346547,42,127298.7,136112.5,44256,299458,42064.4,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)1>, at::native::<unnamed>::BinaryOpScalarFunctor<float, (int)1, (int)1, (int)0>, std::plus<float>, float>(T1, T2, T3...)"
