Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
93.3,12395825901,912,13591914.4,31690.0,10090,77951328,26316120.1,cudaStreamSynchronize
4.0,526157384,16010,32864.3,8770.0,5640,84897945,956574.3,cudaLaunchKernel
2.1,276550372,864,320081.4,266412.5,5240,32496729,1098258.1,cudaMalloc
0.2,29720783,1200,24767.3,15854.5,10670,237599,17967.8,cudaMemcpyAsync
0.2,23793776,2,11896888.0,11896888.0,11499731,12294045,561664.8,cudaDeviceSynchronize
0.2,21520023,4,5380005.8,6525004.5,1240600,7229414,2779849.9,cuLibraryLoadData
0.1,7833258,880,8901.4,1940.0,720,5758155,194052.9,cudaOccupancyMaxActiveBlocksPerMultiprocessor
0.0,2118004,1,2118004.0,2118004.0,2118004,2118004,0.0,cudaFree
0.0,2047005,1,2047005.0,2047005.0,2047005,2047005,0.0,cudaGetDeviceProperties_v2_v12000
0.0,1840140,1539,1195.7,1180.0,600,19090,838.7,cudaStreamIsCapturing_v10000
0.0,244408,810,301.7,270.0,160,1280,117.3,cuGetProcAddress_v2
0.0,72189,1,72189.0,72189.0,72189,72189,0.0,cuModuleLoadData
0.0,25799,18,1433.3,685.0,580,9239,2118.1,cudaEventCreateWithFlags
0.0,18350,1,18350.0,18350.0,18350,18350,0.0,cuLaunchKernel
0.0,14660,4,3665.0,1780.0,1550,9550,3925.0,cuLibraryGetKernel
0.0,8310,3,2770.0,1720.0,1190,5400,2293.0,cuInit
0.0,1950,3,650.0,310.0,210,1430,677.3,cuModuleGetLoadingMode
0.0,1250,2,625.0,625.0,570,680,77.8,cudaGetDriverEntryPoint_v11030
