Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),GridXYZ,BlockXYZ,Name
9.9,186412463,432,431510.3,377666.0,376834,838916,117509.2,   4   80    3, 128    1    1,ampere_sgemm_128x64_tn
9.5,180163208,432,417044.5,384482.0,375906,688196,81102.7,  10  160    1, 256    1    1,ampere_sgemm_128x32_nn
9.5,179768413,432,416130.6,384370.5,374754,685283,80225.1,   4   20    8, 128    1    1,ampere_sgemm_128x64_nt
5.7,106719958,864,123518.5,108353.0,107296,253218,33404.1,  16   10    4, 256    1    1,ampere_sgemm_32x128_tn
5.0,95046175,216,440028.6,406626.0,397729,724068,84475.1,  40   40    1, 256    1    1,ampere_sgemm_128x32_tn
5.0,93860696,216,434540.3,382449.5,380961,693507,115292.2,   4   20    4, 128    1    1,ampere_sgemm_128x64_nn
4.7,89343770,216,413628.6,382497.5,373474,679075,79142.3,   4   80    2, 128    1    1,ampere_sgemm_128x64_nt
4.1,76803555,648,118524.0,109568.5,106177,207489,23367.1,  40   10    2, 256    1    1,ampere_sgemm_32x128_nt
4.0,75400433,648,116358.7,107184.5,103009,241793,23533.1,  16   10    4, 256    1    1,ampere_sgemm_32x128_tt
4.0,74987041,552,135846.1,134944.0,126944,310690,9677.1, 320    1    1, 512    1    1,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)1>, at::native::<unnamed>::BinaryOpScalarFunctor<float, (int)1, (int)1, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
3.8,70814919,276,256575.8,255265.0,249857,442658,13533.8, 320    1    1, 512    1    1,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMetadata<float, (int)3>, at::native::<unnamed>::PointwiseOpScalarListFunctor<float, (int)3, (int)3, (int)0>, std::divides<float>>(T1, T2, T3...)"
2.9,54571618,276,197723.3,196353.0,190849,366434,13140.9, 320    1    1, 512    1    1,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)2>, at::native::<unnamed>::TernaryOpScalarFunctor<float, (int)2, (int)2, (int)0>, at::native::LerpFunctor<float>, float>(T1, T2, T3...)"
2.9,54553097,276,197656.1,197297.0,192353,210465,2613.5, 320    1    1, 512    1    1,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)3>, at::native::<unnamed>::PointwiseOpScalarFunctor<float, (int)3, (int)3, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
2.0,37765102,276,136830.1,136353.0,131201,207073,4748.8, 320    1    1, 512    1    1,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMetadata<float, (int)1>, at::native::<unnamed>::BinaryOpScalarListFunctor<float, (int)1, (int)1, (int)0>, std::divides<float>>(T1, T2, T3...)"
2.0,37574765,276,136140.5,134609.0,130881,305282,12189.1, 320    1    1, 512    1    1,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)1>, at::native::<unnamed>::BinaryOpScalarFunctor<float, (int)1, (int)1, (int)0>, std::plus<float>, float>(T1, T2, T3...)"
2.0,37227117,276,134880.9,134016.0,128385,324193,11608.5, 320    1    1, 512    1    1,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)2>, at::native::<unnamed>::UnaryOpFunctor<float, (int)2, (int)1, (int)1>, at::native::Sqrt<float>>(T1, T2, T3...)"
1.9,35089428,2814,12469.6,12448.0,7552,197601,7579.3,2560    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.8,34353564,216,159044.3,146816.5,143328,262977,30911.4,   1    1 4096, 256    1    1,ampere_sgemm_128x128_tt
1.8,33393694,216,154600.4,141408.0,138080,297025,32907.1,   1    1 4096, 256    1    1,ampere_sgemm_128x128_nt
1.6,30269347,1296,23356.0,26848.0,11136,31969,6511.7,5120    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
1.6,29951462,3066,9768.9,7295.0,6336,200129,5000.6,2560    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.5,27645671,864,31997.3,31744.0,19968,57728,9060.7,   1    1   80, 256    1    1,ampere_sgemm_128x128_nn
1.4,26736154,216,123778.5,114176.5,110592,226689,24571.6,  16   10    5, 256    1    1,ampere_sgemm_32x128_nt
1.3,24864372,216,115112.8,105632.0,102816,263585,25088.3,  10   10    1, 256    1    1,ampere_sgemm_128x128_nn
0.7,12853579,870,14774.2,13569.0,12608,24384,3164.0,2560    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.6,11426802,864,13225.5,11552.0,9600,200545,6965.8,5120    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.5,10147912,253,40110.3,23264.0,23040,107360,19691.6, 864    1    1, 256    1    1,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::native::templates::cuda::normal_and_transform<float, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::<unnamed>::distribution_nullary_kernel<float, float, float4, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_and_transform<float, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, float) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)"
0.5,9034572,432,20913.4,18528.0,18240,33344,5404.2,   2    1 4096, 128    1    1,"void gemmSN_NN_kernel<float, (int)128, (int)2, (int)4, (int)8, (int)2, (int)4, (bool)0, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>(cublasGemmSmallNParams<T9, T10, T11, T1>)"
0.4,8485314,1080,7856.8,7040.0,5696,13568,1852.6,1280    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.4,7532708,216,34873.6,32320.0,31393,57312,6616.5,   1    1   80, 256    1    1,ampere_sgemm_128x128_nt
0.4,6835784,648,10549.0,9824.0,8576,17665,2314.0, 640    1    1,  32   16    1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
0.3,5835363,438,13322.7,12384.0,11872,21697,2400.0,   4   20    1,  32    4    1,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
0.3,5057593,6,842932.2,740500.0,739684,1355878,251291.8,2504    2    1, 128    1    1,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x32_8x5_nt_align1>(T1::Params)
0.3,5033337,6,838889.5,736196.0,735556,1352230,251485.5,   4   10   24, 256    1    1,ampere_sgemm_128x128_tt
0.3,4983447,6,830574.5,729380.0,729187,1336646,247923.4,   4  157    1, 128    1    1,ampere_sgemm_128x64_tn
0.3,4918127,216,22769.1,21184.0,20576,36800,4135.5,   1    1   80, 256    1    1,ampere_sgemm_128x128_tn
0.2,4573456,1314,3480.6,3200.0,2944,5952,579.3,   1    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.2,4485938,216,20768.2,20800.0,19392,21568,364.5,12800    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.2,4484050,1314,3412.5,3136.0,2943,5632,639.1,   1    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.2,4382725,432,10145.2,9280.0,8928,16192,2159.3,5120    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
