Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
50.2,601026049,1,601026049.0,601026049.0,601026049,601026049,0.0,PushPop,profile_step_0
49.8,596444154,1,596444154.0,596444154.0,596444154,596444154,0.0,PushPop,forward_pass
