Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Category,Operation
16.9,393578174,510,771721.9,545874.0,298465,6176983,610265.4,CUDA_KERNEL,ampere_sgemm_128x64_tn
13.0,302785799,360,841071.7,794355.0,383682,1918311,320301.1,CUDA_KERNEL,ampere_sgemm_128x128_nn
10.8,250662008,360,696283.4,335105.5,320001,2035079,455465.3,CUDA_KERNEL,ampere_sgemm_64x32_sliced1x4_nt
8.0,185546018,216,859009.3,1070324.0,271393,1903718,434453.8,CUDA_KERNEL,ampere_sgemm_128x64_nn
7.2,167357269,216,774802.2,794242.5,291169,1951080,383340.8,CUDA_KERNEL,ampere_sgemm_128x128_nt
4.9,114886568,1026,111975.2,103488.5,3424,508961,145310.3,CUDA_KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
4.2,98694779,288,342690.2,332738.0,308129,502465,48582.9,CUDA_KERNEL,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3.6,84261987,72,1170305.4,1114004.0,1067684,1954407,216406.9,CUDA_KERNEL,ampere_sgemm_32x128_nt
3.1,71023983,216,328814.7,313729.0,301538,548962,59103.8,CUDA_KERNEL,ampere_sgemm_32x128_tt
2.6,60294335,438,137658.3,48976.0,43776,470274,125618.2,CUDA_KERNEL,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.1,49951318,504,99109.8,26144.0,23040,453346,146522.5,CUDA_KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
2.1,48025779,306,156947.0,242465.0,17248,297345,136697.3,MEMORY_OPER,[CUDA memcpy DtoD]
2.0,45678413,144,317211.2,305761.5,303297,406785,32061.3,CUDA_KERNEL,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.9,44175348,1098,40232.6,40368.0,5119,928548,49738.3,CUDA_KERNEL,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.9,43550579,444,98086.9,3728.0,3424,298177,136115.2,CUDA_KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
1.8,42494302,306,138870.3,5888.0,3424,293954,143406.3,CUDA_KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
1.8,41355534,516,80146.4,29920.0,9407,330178,71084.0,CUDA_KERNEL,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
1.4,31598063,72,438862.0,417361.0,399361,739011,82852.4,CUDA_KERNEL,ampere_sgemm_128x128_tn
1.3,30240948,1050,28800.9,21696.5,16096,233153,15500.1,CUDA_KERNEL,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.1,25441439,6,4240239.8,3747326.0,3742510,6711513,1210673.3,CUDA_KERNEL,ampere_sgemm_32x32_sliced1x4_tt
1.0,23786875,6,3964479.2,3478285.0,3475566,6399097,1192714.8,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_simt_sgemm_32x128_8x5_nt_align1>(T1::Params)
0.9,20959894,72,291109.6,291073.5,288833,294113,1215.1,CUDA_KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::exp_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.6,13841372,355,38989.8,8032.0,3199,173089,54661.1,CUDA_KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.6,13216370,72,183560.7,174753.0,168928,305729,33609.7,CUDA_KERNEL,"void magma_sgemmEx_kernel<float, float, float, (bool)1, (bool)1, (int)6, (int)3, (int)6, (int)3, (int)4>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)"
0.6,12951023,72,179875.3,170353.0,168097,228769,21596.1,CUDA_KERNEL,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, (int)4>>(T3)"
0.5,12178821,144,84575.1,74944.0,73248,262657,23952.5,CUDA_KERNEL,"void gemmSN_NN_kernel<float, (int)128, (int)2, (int)4, (int)8, (int)2, (int)4, (bool)0, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>(cublasGemmSmallNParams<T9, T10, T11, T1>)"
0.4,10017441,84,119255.3,132336.5,38464,137568,32911.1,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)1>, at::native::<unnamed>::BinaryOpScalarFunctor<float, (int)1, (int)1, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
0.4,9548230,42,227338.8,253185.0,65856,263713,66221.1,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMetadata<float, (int)3>, at::native::<unnamed>::PointwiseOpScalarListFunctor<float, (int)3, (int)3, (int)0>, std::divides<float>>(T1, T2, T3...)"
0.4,8315491,72,115492.9,115521.0,112000,117472,592.7,CUDA_KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::sigmoid_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float, float) (instance 1)], std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.3,7324667,42,174396.8,193424.5,51264,208513,50573.4,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)2>, at::native::<unnamed>::TernaryOpScalarFunctor<float, (int)2, (int)2, (int)0>, at::native::LerpFunctor<float>, float>(T1, T2, T3...)"
0.3,7318783,42,174256.7,193681.0,50433,201857,50747.5,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)3>, at::native::<unnamed>::PointwiseOpScalarFunctor<float, (int)3, (int)3, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
0.3,6351910,150,42346.1,41216.0,39488,59648,4479.1,CUDA_KERNEL,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
0.2,5424436,72,75339.4,74928.5,73344,78016,1181.5,CUDA_KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.2,5119059,42,121882.4,134480.5,41440,141057,33130.8,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMetadata<float, (int)1>, at::native::<unnamed>::BinaryOpScalarListFunctor<float, (int)1, (int)1, (int)0>, std::divides<float>>(T1, T2, T3...)"
0.2,5051537,42,120274.7,132960.0,38784,141025,33523.3,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)1>, at::native::<unnamed>::BinaryOpScalarFunctor<float, (int)1, (int)1, (int)0>, std::plus<float>, float>(T1, T2, T3...)"
