Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
50.2,786494896,1,786494896.0,786494896.0,786494896,786494896,0.0,PushPop,profile_step_0
49.8,781562014,1,781562014.0,781562014.0,781562014,781562014,0.0,PushPop,forward_pass
